OutcomeType	Breed	Color	Name	Selected	AnimalType	SexuponOutcome	AgeuponOutcome
Euthanasia	Chihuahua Shorthair Mix	White/Brown	Machete	No	Dog	Neutered Male	4-6 years
Adoption	Domestic Medium Hair Mix	Orange Tabby	Cheddar	No	Cat	Neutered Male	7-10 years
Adoption	Domestic Shorthair Mix	Calico	Amelia	No	Cat	Spayed Female	Under 1 year
Adoption	Australian Cattle Dog Mix	Brown/White	Jelly Bean	No	Dog	Spayed Female	Under 1 year
Adoption	Domestic Shorthair Mix	Tortie		No	Cat	Spayed Female	Under 1 year
Euthanasia	Labrador Retriever/Great Dane	Tan/Black		No	Dog	Intact Male	1-3 years
Return_to_owner	Dachshund Mix	Brown	Rascal	No	Dog	Neutered Male	4-6 years
Transfer	Boxer Mix	Brown Brindle/White	Layla	No	Dog	Spayed Female	Under 1 year
Transfer	Labrador Retriever Mix	Tan/White		No	Dog	Spayed Female	1-3 years
Transfer	Shih Tzu/Miniature Poodle	Apricot/White		No	Dog	Neutered Male	4-6 years
Adoption	Domestic Medium Hair Mix	Blue/White	Mundy	No	Cat	Neutered Male	Under 1 year
Transfer	Pit Bull Mix	Red		No	Dog	Neutered Male	1-3 years
Adoption	Australian Cattle Dog Mix	Red Merle/Black		No	Dog	Spayed Female	Under 1 year
Adoption	Domestic Shorthair Mix	Black	Barnaby	No	Cat	Neutered Male	Under 1 year
Adoption	Domestic Shorthair Mix	Black/White	Noah	No	Cat	Neutered Male	7-10 years
Return_to_owner	Domestic Shorthair Mix	Brown Tabby	Jesse	No	Cat	Neutered Male	1-3 years
Adoption	Chihuahua Shorthair Mix	Brown/White	Leo	No	Dog	Neutered Male	1-3 years
Transfer	Australian Cattle Dog Mix	White/Brown		No	Dog	Intact Male	Under 1 year
Transfer	Domestic Shorthair Mix	Tortie		No	Cat	Intact Female	Under 1 year
Adoption	Domestic Shorthair Mix	Brown Tabby	Madison	No	Cat	Spayed Female	Under 1 year
Adoption	German Shepherd Mix	Brown	Sheldon	No	Dog	Neutered Male	4-6 years
Transfer	Domestic Shorthair Mix	Brown Tabby/White	Chris	No	Cat	Neutered Male	4-6 years
Adoption	Pointer Mix	Chocolate/White	Jillian	No	Dog	Spayed Female	1-3 years
Transfer	Domestic Medium Hair Mix	Calico		No	Cat	Intact Female	Under 1 year
Transfer	Miniature Poodle Mix	Black/Gray		No	Dog	Spayed Female	1-3 years
Return_to_owner	Collie Smooth/Chow Chow	Sable	Lizzie	No	Dog	Spayed Female	7-10 years
Transfer	Domestic Shorthair Mix	Black/White		No	Cat	Intact Male	Under 1 year
Transfer	Domestic Shorthair Mix	Calico	Socks	No	Cat	Intact Female	Under 1 year
Adoption	Cocker Spaniel Mix	Sable	Captain	No	Dog	Neutered Male	Under 1 year
Return_to_owner	Chihuahua Shorthair Mix	Tricolor	Pablito	No	Dog	Neutered Male	7-10 years
Adoption	Labrador Retriever Mix	Buff		No	Dog	Neutered Male	Under 1 year
Transfer	Siamese Mix	Seal Point		No	Cat	Intact Male	Under 1 year
Adoption	Rottweiler/Labrador Retriever	Black/Tan	Kimchi	No	Dog	Spayed Female	1-3 years
Adoption	Chihuahua Shorthair Mix	Brown/Black	Bella	No	Dog	Spayed Female	1-3 years
Adoption	Boxer Mix	Tricolor	Ares	No	Dog	Neutered Male	Under 1 year
Transfer	Domestic Shorthair Mix	Blue Tabby		No	Cat	Unknown	Under 1 year
Adoption	Chihuahua Shorthair Mix	Tan		No	Dog	Spayed Female	1-3 years
Adoption	Domestic Shorthair Mix	Orange Tabby/White		No	Cat	Spayed Female	Under 1 year
Return_to_owner	Domestic Shorthair Mix	White/Brown Tabby	Sammy	No	Cat	Neutered Male	Under 1 year
Transfer	Rat Terrier Mix	Black/White		No	Dog	Spayed Female	4-6 years
Adoption	German Shepherd/Siberian Husky	Red/White	Challino	No	Dog	Neutered Male	Under 1 year
Transfer	Domestic Shorthair Mix	White		No	Cat	Intact Male	Under 1 year
Transfer	Dachshund	Blue Merle/White	Romeo	No	Dog	Intact Male	4-6 years
Adoption	Border Collie/Labrador Retriever	Black/White	Dumpling	No	Dog	Spayed Female	Under 1 year
Transfer	Domestic Shorthair Mix	Blue Tabby		No	Cat	Intact Female	Under 1 year
Transfer	Domestic Shorthair Mix	Black/White	Carl	No	Cat	Intact Male	Under 1 year
Transfer	Domestic Shorthair Mix	Black		No	Cat	Intact Female	Under 1 year
Adoption	Domestic Shorthair Mix	Torbie	Belle	No	Cat	Intact Female	Under 1 year
Return_to_owner	Pit Bull Mix	Fawn	Lil' Mama	No	Dog	Intact Female	1-3 years
Adoption	Collie Smooth/Labrador Retriever	Tricolor		No	Dog	Neutered Male	Under 1 year
Transfer	Domestic Shorthair Mix	Brown Tabby		No	Cat	Intact Male	1-3 years
Adoption	Siamese Mix	Lynx Point/White		No	Cat	Spayed Female	Under 1 year
Transfer	Domestic Shorthair Mix	Black/White		No	Cat	Intact Male	Under 1 year
Adoption	Domestic Shorthair Mix	Orange Tabby/White	Celeste	No	Cat	Spayed Female	Under 1 year
Adoption	Plott Hound/Rhod Ridgeback	Brown Brindle	Jack	No	Dog	Neutered Male	4-6 years
Return_to_owner	Pit Bull Mix	Fawn/White	Buffy	No	Dog	Spayed Female	1-3 years
Transfer	Domestic Shorthair Mix	Brown Tabby		No	Cat	Intact Female	Under 1 year
Adoption	Domestic Shorthair Mix	Black	Bizzy	No	Cat	Spayed Female	Under 1 year
Adoption	Chihuahua Shorthair Mix	Tan/White		No	Dog	Spayed Female	Under 1 year
Transfer	Pointer/Labrador Retriever	Black/White		No	Dog	Neutered Male	1-3 years
Adoption	Anatol Shepherd/Great Pyrenees	White	Molina	No	Dog	Spayed Female	Under 1 year
Transfer	Domestic Shorthair Mix	Blue		No	Cat	Intact Male	Under 1 year
Return_to_owner	Anatol Shepherd	Fawn/Black	Simon	No	Dog	Neutered Male	1-3 years
Adoption	Domestic Shorthair Mix	Brown Tabby/White	Sparkles	No	Cat	Spayed Female	Under 1 year
Adoption	Pit Bull Mix	Brown/White	Laurel	No	Dog	Spayed Female	1-3 years
Transfer	Great Dane	Black/White	Mya	No	Dog	Spayed Female	7-10 years
Adoption	Domestic Shorthair Mix	Brown Tabby	Firefly	No	Cat	Neutered Male	Under 1 year
Euthanasia	Domestic Shorthair Mix	Black/White	Sebastian	No	Cat	Neutered Male	11+ years
Transfer	Australian Cattle Dog Mix	Tricolor	Aimee	No	Dog	Intact Female	1-3 years
Transfer	Domestic Shorthair Mix	Black/White	Lily	No	Cat	Spayed Female	Under 1 year
Adoption	Chinese Sharpei/Australian Cattle Dog	Red Tick/White	Lola	No	Dog	Spayed Female	1-3 years
Return_to_owner	Labrador Retriever Mix	Yellow	Sadie	No	Dog	Intact Female	11+ years
Adoption	Flat Coat Retriever Mix	Black	Pi	No	Dog	Spayed Female	1-3 years
Transfer	Labrador Retriever Mix	Yellow		No	Dog	Neutered Male	1-3 years
Adoption	Domestic Shorthair Mix	Calico	Qwayzar	No	Cat	Spayed Female	Under 1 year
Transfer	Labrador Retriever Mix	White		No	Dog	Unknown	Under 1 year
Return_to_owner	Rat Terrier Mix	Tricolor	Clover	No	Dog	Spayed Female	Under 1 year
Adoption	Domestic Longhair Mix	Black/White	Friskie	No	Cat	Spayed Female	Under 1 year
Euthanasia	Akita/Pit Bull	Tan/White	Spartacus	No	Dog	Neutered Male	1-3 years
Return_to_owner	American Bulldog Mix	White	Leroy	No	Dog	Neutered Male	7-10 years
Transfer	Labrador Retriever Mix	Blue	Severus	No	Dog	Neutered Male	Under 1 year
Adoption	Domestic Shorthair Mix	Orange Tabby	Lennon	No	Cat	Neutered Male	7-10 years
Return_to_owner	Chihuahua Shorthair Mix	Tan	Jezebel	No	Dog	Spayed Female	4-6 years
Adoption	Pointer/Labrador Retriever	Chocolate/White	Lucy	No	Dog	Spayed Female	1-3 years
Adoption	Chihuahua Shorthair Mix	Tan/White	Cody	No	Dog	Neutered Male	4-6 years
Adoption	Siamese Mix	Flame Point	Nelson	No	Cat	Neutered Male	Under 1 year
Adoption	Domestic Shorthair Mix	Black/White		No	Cat	Neutered Male	1-3 years
Transfer	Labrador Retriever	Buff/Tan	Nico	No	Dog	Intact Male	1-3 years
Transfer	Domestic Medium Hair Mix	Black	Watson	No	Cat	Neutered Male	Under 1 year
Transfer	Chihuahua Shorthair/Rat Terrier	White/Tan	Daisy	No	Dog	Spayed Female	1-3 years
Euthanasia	Rottweiler Mix	Black/Tan	Oso	No	Dog	Intact Male	1-3 years
Transfer	Domestic Shorthair	Blue		No	Cat	Intact Male	Under 1 year
Transfer	Domestic Shorthair Mix	Black/White		No	Cat	Unknown	Under 1 year
Transfer	Domestic Shorthair Mix	Tortie		No	Cat	Intact Female	Under 1 year
Transfer	Labrador Retriever	Black	Lizzy	No	Dog	Spayed Female	1-3 years
Adoption	Boxer Mix	Brown/White	Bobby	No	Dog	Neutered Male	1-3 years
Transfer	Domestic Shorthair Mix	Blue Tabby		No	Cat	Intact Male	Under 1 year
Adoption	Jack Russell Terrier Mix	White/Tan		No	Dog	Neutered Male	1-3 years
Return_to_owner	Pit Bull/Dogue De Bordeaux	Red/White	Blaze	No	Dog	Intact Male	Under 1 year
Adoption	Labrador Retriever/Chow Chow	Brown	Roman	No	Dog	Neutered Male	1-3 years
Euthanasia	Domestic Shorthair Mix	Tortie	Rasberry	No	Cat	Intact Female	Under 1 year
Adoption	Bernese Mountain Dog/Rottweiler	Tricolor	Tucker	No	Dog	Neutered Male	1-3 years
Transfer	Domestic Shorthair Mix	Brown Tabby		No	Cat	Neutered Male	1-3 years
Transfer	Plott Hound Mix	Brown Brindle/Red Tick		No	Dog	Neutered Male	Under 1 year
Return_to_owner	English Bulldog	Brown Brindle	Houston	No	Dog	Intact Male	1-3 years
Transfer	Pit Bull Mix	Brown/White	Captain	No	Dog	Neutered Male	1-3 years
Transfer	Domestic Medium Hair Mix	Brown Tabby/White	Kerby	No	Cat	Intact Male	Under 1 year
Adoption	Chihuahua Shorthair Mix	White/Brown	Tulip	No	Dog	Spayed Female	1-3 years
Transfer	Labrador Retriever Mix	Black/Tan		No	Dog	Neutered Male	Under 1 year
Return_to_owner	Chihuahua Shorthair	Brown	Tiny Tinker	No	Dog	Spayed Female	7-10 years
Adoption	Pit Bull Mix	Brown	Nigel	No	Dog	Neutered Male	1-3 years
Adoption	Pointer Mix	White/Blue	Sadie	No	Dog	Spayed Female	Under 1 year
Adoption	Chihuahua Longhair/Italian Greyhound	Tricolor		No	Dog	Neutered Male	Under 1 year
Adoption	Labrador Retriever/Blue Lacy	Chocolate/White	Pippin	No	Dog	Neutered Male	Under 1 year
Transfer	Yorkshire Terrier Mix	Black/Tan	Calliope	No	Dog	Intact Female	1-3 years
Adoption	Pit Bull Mix	Blue/White	Petra	No	Dog	Spayed Female	1-3 years
Return_to_owner	Labrador Retriever Mix	Black/White	Judy	No	Dog	Spayed Female	1-3 years
Adoption	Siamese Mix	Lilac Point	Cloud	No	Cat	Intact Male	Under 1 year
Return_to_owner	American Staffordshire Terrier Mix	Blue/White	Grace	No	Dog	Spayed Female	1-3 years
Return_to_owner	Dachshund/Catahoula	Brown Brindle/White	Kief	No	Dog	Neutered Male	1-3 years
Adoption	Dachshund Wirehair Mix	Brown/Black		No	Dog	Neutered Male	Under 1 year
Euthanasia	Domestic Longhair Mix	Tortie	Callie	No	Cat	Spayed Female	11+ years
Transfer	Domestic Shorthair Mix	Blue		No	Cat	Neutered Male	1-3 years
Euthanasia	Labrador Retriever Mix	Black	Asha	No	Dog	Intact Female	Under 1 year
Euthanasia	Domestic Shorthair Mix	Brown Tabby/White	Eleonora	No	Cat	Intact Female	7-10 years
Adoption	Domestic Medium Hair Mix	Orange Tabby	Oliver	No	Cat	Neutered Male	Under 1 year
Adoption	Chihuahua Shorthair Mix	Buff/White	Shaka	No	Dog	Neutered Male	Under 1 year
Return_to_owner	Blue Lacy/Pit Bull	Blue/White	Riku	No	Dog	Neutered Male	1-3 years
Transfer	Domestic Shorthair Mix	Tortie		No	Cat	Intact Female	1-3 years
Adoption	Domestic Shorthair Mix	Blue Tabby	Dennis	No	Cat	Neutered Male	Under 1 year
Adoption	Siamese Mix	Lilac Point	Nala	No	Cat	Spayed Female	Under 1 year
Adoption	Miniature Poodle Mix	White		No	Dog	Spayed Female	7-10 years
Adoption	Dachshund Mix	Brown	Pequina	No	Dog	Spayed Female	1-3 years
Return_to_owner	Boxer Mix	Brown Brindle/White	Jax	No	Dog	Intact Female	Under 1 year
Adoption	Domestic Shorthair Mix	Brown Tabby	Tibbers	No	Cat	Spayed Female	Under 1 year
Adoption	Domestic Shorthair Mix	White/Orange Tabby	Ranger	No	Cat	Neutered Male	Under 1 year
Transfer	Exotic Shorthair Mix	White/Orange Tabby	Nala	No	Cat	Spayed Female	1-3 years
Adoption	Domestic Shorthair Mix	Black/White	Marcia	No	Cat	Spayed Female	Under 1 year
Transfer	Domestic Shorthair Mix	Torbie		No	Cat	Intact Female	Under 1 year
Adoption	Domestic Shorthair Mix	Brown Tabby		No	Cat	Spayed Female	Under 1 year
Adoption	Siamese Mix	Tortie Point	Bella	No	Cat	Spayed Female	Under 1 year
Transfer	Domestic Shorthair Mix	Orange Tabby/White	Sammy	No	Cat	Neutered Male	Under 1 year
Transfer	Domestic Shorthair Mix	Brown Tabby/White	Emma	No	Cat	Intact Female	Under 1 year
Euthanasia	Pit Bull Mix	Black/White	July	No	Dog	Spayed Female	1-3 years
Transfer	Australian Cattle Dog Mix	Brown/Black		No	Dog	Intact Male	Under 1 year
Return_to_owner	Chihuahua Shorthair Mix	Black/Tan		No	Dog	Spayed Female	1-3 years
Adoption	Labrador Retriever/Chinese Sharpei	Black	Mason	No	Dog	Neutered Male	1-3 years
Return_to_owner	Basset Hound	Tricolor	Trousers	No	Dog	Intact Male	4-6 years
Adoption	Pit Bull Mix	White/Blue	Cassius	No	Dog	Intact Male	Under 1 year
Adoption	Domestic Shorthair Mix	Brown Tabby/White		No	Cat	Neutered Male	Under 1 year
Return_to_owner	Cocker Spaniel Mix	Yellow	Popcorn	No	Dog	Neutered Male	1-3 years
Return_to_owner	Chihuahua Shorthair Mix	Tricolor		No	Dog	Intact Male	Under 1 year
Return_to_owner	Domestic Shorthair Mix	Torbie	Ellie	No	Cat	Spayed Female	Under 1 year
Transfer	Australian Cattle Dog Mix	Buff/White		No	Dog	Intact Male	Under 1 year
Euthanasia	Dachshund/Chihuahua Shorthair	Black	Bino	No	Dog	Intact Male	1-3 years
Return_to_owner	Cocker Spaniel Mix	Black	Marley	No	Dog	Neutered Male	4-6 years
Return_to_owner	Blue Lacy/Collie Smooth	Tricolor	Lucy	No	Dog	Spayed Female	7-10 years
Adoption	Domestic Longhair Mix	Blue		No	Cat	Spayed Female	Under 1 year
Return_to_owner	Pit Bull Mix	Black/White	Zeus	No	Dog	Neutered Male	1-3 years
Adoption	Domestic Shorthair Mix	Torbie		No	Cat	Intact Female	Under 1 year
Adoption	Miniature Poodle Mix	Buff	Haelo	No	Dog	Neutered Male	4-6 years
Transfer	Labrador Retriever Mix	Chocolate/White	Mary	No	Dog	Intact Female	Under 1 year
Euthanasia	Pit Bull Mix	White/Brown	Dorchester	No	Dog	Neutered Male	1-3 years
Transfer	Domestic Shorthair Mix	Orange Tabby/White		No	Cat	Unknown	Under 1 year
Transfer	Domestic Shorthair Mix	Black/White		No	Cat	Intact Female	1-3 years
Return_to_owner	Black/Tan Hound Mix	Black/Tan	Leia	No	Dog	Spayed Female	1-3 years
Adoption	Domestic Shorthair Mix	Black	Morris	No	Cat	Neutered Male	Under 1 year
Adoption	Domestic Shorthair Mix	Orange Tabby	Arthur	No	Cat	Neutered Male	Under 1 year
Euthanasia	Siamese Mix	Lynx Point		No	Cat	Neutered Male	7-10 years
Transfer	Labrador Retriever Mix	White		No	Dog	Unknown	Under 1 year
Return_to_owner	Chihuahua Shorthair Mix	White	Squirt	No	Dog	Neutered Male	11+ years
Return_to_owner	Pit Bull Mix	Chocolate/White	Scarlet	No	Dog	Spayed Female	1-3 years
Return_to_owner	Norfolk Terrier/Border Terrier	Cream	Maui	No	Dog	Spayed Female	11+ years
Transfer	Domestic Shorthair Mix	Blue Tabby/White		No	Cat	Intact Female	Under 1 year
Return_to_owner	Border Collie Mix	Black/White	Tyrone	No	Dog	Neutered Male	1-3 years
Transfer	German Shepherd Mix	Black/Tan	Sam	No	Dog	Neutered Male	1-3 years
Adoption	Chihuahua Shorthair Mix	Black	Chubs	No	Dog	Neutered Male	1-3 years
Return_to_owner	Chihuahua Shorthair Mix	Brown	Chico	No	Dog	Neutered Male	1-3 years
Transfer	Domestic Shorthair Mix	Black		No	Cat	Unknown	Under 1 year
Euthanasia	Domestic Shorthair Mix	White/Brown Tabby		No	Cat	Intact Male	Under 1 year
Adoption	Jack Russell Terrier Mix	Tricolor		No	Dog	Spayed Female	Under 1 year
Return_to_owner	Domestic Shorthair Mix	Brown Tabby	Leia	No	Cat	Spayed Female	7-10 years
Return_to_owner	Pit Bull Mix	Red/White	Duke	No	Dog	Neutered Male	7-10 years
Return_to_owner	Siberian Husky	Black/White	Apollo	No	Dog	Intact Male	1-3 years
Return_to_owner	Scottish Terrier/Cairn Terrier	Black	Lucy	No	Dog	Spayed Female	1-3 years
Return_to_owner	Domestic Medium Hair Mix	Blue Tabby		No	Cat	Neutered Male	1-3 years
Return_to_owner	Labrador Retriever Mix	Red	Hilde	No	Dog	Spayed Female	1-3 years
Adoption	Domestic Shorthair Mix	Calico	Hazel	No	Cat	Spayed Female	Under 1 year
Transfer	Domestic Shorthair Mix	Black		No	Cat	Unknown	Under 1 year
Adoption	Domestic Longhair Mix	Brown Tabby	Tucker	No	Cat	Intact Male	Under 1 year
Adoption	Chihuahua Shorthair Mix	Tan	Nugget	No	Dog	Neutered Male	1-3 years
Adoption	Domestic Medium Hair Mix	Tortie/White	Tori	No	Cat	Spayed Female	Under 1 year
Transfer	Domestic Shorthair Mix	Cream Tabby		No	Cat	Intact Male	1-3 years
Transfer	Pit Bull Mix	Tan/White	Brisket	No	Dog	Neutered Male	1-3 years
Adoption	Domestic Shorthair Mix	Black	Sleepy	No	Cat	Neutered Male	Under 1 year
Adoption	Labrador Retriever Mix	Black	Shadow	No	Dog	Spayed Female	Under 1 year
Transfer	Domestic Shorthair Mix	Calico		No	Cat	Intact Female	1-3 years
Return_to_owner	Chihuahua Longhair Mix	Cream	Chico	No	Dog	Neutered Male	4-6 years
Transfer	Chihuahua Shorthair Mix	White		No	Dog	Intact Female	Under 1 year
Return_to_owner	Labrador Retriever Mix	Yellow	Lyla	No	Dog	Spayed Female	1-3 years
Adoption	Pit Bull Mix	Black/White	Annie	No	Dog	Spayed Female	1-3 years
Adoption	Border Collie Mix	Tricolor	Mew	No	Dog	Spayed Female	Under 1 year
Transfer	Pit Bull Mix	White/Brown	Sven	No	Dog	Intact Male	Under 1 year
Return_to_owner	Yorkshire Terrier Mix	Black/Tricolor	Molly	No	Dog	Intact Female	7-10 years
Return_to_owner	American Bulldog Mix	Tan	Cujo	No	Dog	Neutered Male	4-6 years
Transfer	Domestic Shorthair Mix	Brown Tabby		No	Cat	Intact Male	Under 1 year
Transfer	Boxer	Brown/White	Kane	No	Dog	Neutered Male	7-10 years
Return_to_owner	Miniature Poodle	Apricot	Sparkles	No	Dog	Spayed Female	1-3 years
Adoption	Domestic Shorthair Mix	Orange Tabby	Cameron	No	Cat	Intact Male	Under 1 year
Return_to_owner	Domestic Shorthair Mix	Black/White	Riley	No	Cat	Neutered Male	4-6 years
Return_to_owner	Jack Russell Terrier Mix	White/Brown	Ellie	No	Dog	Intact Female	1-3 years
Adoption	Chihuahua Shorthair Mix	Brown/Black	Dusty	No	Dog	Neutered Male	Under 1 year
Transfer	Domestic Shorthair Mix	Brown Tabby		No	Cat	Intact Female	Under 1 year
Transfer	Domestic Shorthair Mix	Brown Tabby		No	Cat	Unknown	Under 1 year
Transfer	Domestic Shorthair Mix	Brown Tabby		No	Cat	Unknown	Under 1 year
Return_to_owner	German Shepherd Mix	Tan/Black	Riley	No	Dog	Spayed Female	1-3 years
Transfer	Domestic Shorthair Mix	Calico		No	Cat	Intact Female	Under 1 year
Return_to_owner	Russian Blue Mix	Blue	Sylvia	No	Cat	Spayed Female	7-10 years
Transfer	Domestic Shorthair Mix	Tortie/White	Sunny	No	Cat	Intact Female	Under 1 year
Return_to_owner	Doberman Pinsch	Black/Tan	Axel	No	Dog	Neutered Male	7-10 years
Return_to_owner	Devon Rex Mix	Cream	Curly	No	Cat	Neutered Male	Under 1 year
Return_to_owner	Treeing Walker Coonhound Mix	Tricolor	Z	No	Dog	Neutered Male	1-3 years
Transfer	Australian Cattle Dog/Labrador Retriever	Black	Ollie	No	Dog	Intact Male	1-3 years
Return_to_owner	Australian Cattle Dog Mix	Sable	Kitty	No	Dog	Spayed Female	7-10 years
Adoption	Yorkshire Terrier/Maltese	White/Gray	Chloe	No	Dog	Spayed Female	1-3 years
Adoption	Rhod Ridgeback/Labrador Retriever	Red/Tan	Jake	No	Dog	Neutered Male	Under 1 year
Adoption	Domestic Shorthair Mix	Orange Tabby/White	Tom	No	Cat	Neutered Male	Under 1 year
Euthanasia	Australian Cattle Dog/Chinese Sharpei	Tan/Brown		No	Dog	Unknown	7-10 years
Adoption	Labrador Retriever/Plott Hound	Brown Brindle	Lucas	No	Dog	Neutered Male	1-3 years
Adoption	Domestic Shorthair Mix	Orange Tabby	Alice	No	Cat	Spayed Female	Under 1 year
Euthanasia	Domestic Shorthair Mix	Orange Tabby		No	Cat	Intact Male	4-6 years
Return_to_owner	Chihuahua Shorthair Mix	White/Tan	Layla	No	Dog	Spayed Female	1-3 years
Transfer	Pit Bull Mix	Brown/White		No	Dog	Intact Male	Under 1 year
Adoption	Domestic Shorthair Mix	Cream Tabby	Peanut	No	Cat	Neutered Male	Under 1 year
Adoption	Domestic Medium Hair Mix	Orange Tabby/White	Hiddles	No	Cat	Neutered Male	7-10 years
Transfer	Domestic Shorthair Mix	Black	Star	No	Cat	Intact Female	Under 1 year
Return_to_owner	Chihuahua Shorthair Mix	White/Tricolor	Wesley	No	Dog	Neutered Male	1-3 years
Transfer	Domestic Shorthair Mix	White/Cream Tabby	Boo	No	Cat	Neutered Male	4-6 years
Transfer	German Shepherd/Collie Rough	Brown/Black	Cookie	No	Dog	Spayed Female	7-10 years
Adoption	Domestic Shorthair Mix	Calico	Mia	No	Cat	Spayed Female	Under 1 year
Adoption	Domestic Shorthair Mix	Brown Tabby	Gecko	No	Cat	Neutered Male	Under 1 year
Transfer	Labrador Retriever Mix	Brown	Gabe	No	Dog	Neutered Male	4-6 years
Return_to_owner	Chihuahua Shorthair Mix	Black/White	Tex	No	Dog	Neutered Male	4-6 years
Euthanasia	Domestic Medium Hair Mix	Black/White		No	Cat	Neutered Male	7-10 years
Euthanasia	Labrador Retriever/Black Mouth Cur	Tan/White	Jeff	No	Dog	Neutered Male	1-3 years
Adoption	Snowshoe Mix	Lynx Point		No	Cat	Neutered Male	Under 1 year
Adoption	Chinese Sharpei/Airedale Terrier	Red		No	Dog	Spayed Female	Under 1 year
Euthanasia	Domestic Shorthair Mix	Black/White		No	Cat	Unknown	1-3 years
Adoption	Dachshund/Chihuahua Shorthair	Black		No	Dog	Neutered Male	Under 1 year
Adoption	Domestic Shorthair Mix	Brown Tabby/White	Bob	No	Cat	Neutered Male	4-6 years
Transfer	Domestic Shorthair Mix	Black/White		No	Cat	Spayed Female	Under 1 year
Return_to_owner	Domestic Shorthair Mix	White/Black	Whitey	No	Cat	Neutered Male	1-3 years
Return_to_owner	Cardigan Welsh Corgi Mix	Tricolor	Pancho Wolf	No	Dog	Neutered Male	1-3 years
Adoption	Chihuahua Shorthair Mix	Tan		No	Dog	Spayed Female	1-3 years
Transfer	Domestic Shorthair Mix	Brown Tabby	Gwen	No	Cat	Intact Female	Under 1 year
Adoption	Chihuahua Shorthair Mix	Black	June	No	Dog	Spayed Female	Under 1 year
Adoption	Domestic Shorthair Mix	White	Smudge	No	Cat	Spayed Female	1-3 years
Return_to_owner	Domestic Shorthair Mix	Blue/White	Diego	No	Cat	Neutered Male	4-6 years
Died	Snowshoe Mix	Seal Point	Logan	No	Cat	Intact Male	Under 1 year
